town,county,lat,lon
cheddar,somerset,51.27,-2.78
cheddar reservoir,somerset,51.27,-2.8
cheddington,buckinghamshire,51.84,-0.66
cheddleton,staffordshire,53.06,-2.04
cheddleton heath,staffordshire,53.07,-2.03
cheddon fitzpaine,somerset,51.03,-3.08
chedglow,wiltshire,51.63,-2.08
chedgrave,norfolk,52.53,1.47
chedington,dorset,50.84,-2.73
chediston,suffolk,52.34,1.44
chediston green,suffolk,52.34,1.44
chedworth,gloucestershire,51.79,-1.92
chedworth laines,gloucestershire,51.79,-1.95
chedzoy,somerset,51.12,-2.94
cheetam hill,manchester,53.49,-2.24
cheglinch,devon,51.16,-4.13
chegworth,kent,51.23,0.63
cheldon,devon,50.90,-3.8
chelfham,devon,51.09,-3.98
chelford,cheshire,53.26,-2.28
chellaston,derbyshire,52.86,-1.45
chellington,bedfordshire,52.18,-0.61
chells,hertfordshire,51.90,-0.16
chelmarsh,shropshire,52.48,-2.41
chelmer,essex,51.74,0.53
chelmer village,essex,51.73,0.5
chelmick,shropshire,52.51,-2.79
chelmondiston,suffolk,51.98,1.2
chelmorton,derbyshire,53.21,-1.83
chelmsford,essex,51.72,0.46
chelmsine,somerset,50.95,-3.15
chelmsley wood,solihull,52.47,-1.73
chelsea,wandsworth,51.47,-0.17
chelsfield,bromley,51.35,0.09
chelsham,surrey,51.31,-0.03
chelston,somerset,50.98,-3.21
chelston,devon,50.46,-3.56
chelston heathfield,somerset,50.98,-3.19
chelsworth,suffolk,52.08,0.88
chelsworth common,suffolk,52.08,0.88
cheltenham,gloucestershire,51.89,-2.08
chelveston,northamptonshire,52.31,-0.54
chelwood common,east sussex,51.03,0.01
chelwood gate,east sussex,51.04,0.01
chelworth,wiltshire,51.64,-2.04
chelworth lower green,wiltshire,51.62,-1.88
chelworth upper green,wiltshire,51.62,-1.88
chelynch,somerset,51.18,-2.5
chemistry,shropshire,52.96,-2.7
cheney longville,shropshire,52.45,-2.85
chenhalls,cornwall,50.16,-5.43
chenies,buckinghamshire,51.67,-0.54
chequerbent,bolton,53.55,-2.49
chequerfield,wakefield,53.67,-1.3
chequers corner,norfolk,52.64,0.2
chequertree,kent,51.09,0.89
cherhill,wiltshire,51.42,-1.95
cherington,warwickshire,52.02,-1.57
cherington,gloucestershire,51.68,-2.14
cheristow,devon,50.99,-4.49
cheriton,devon,51.19,-3.81
cheriton,hampshire,51.04,-1.17
cheriton,kent,51.08,1.12
cheriton bishop,devon,50.72,-3.74
cheriton cross,devon,50.71,-3.74
cheriton fitzpaine,devon,50.84,-3.62
cherrington,shropshire,52.76,-2.5
cherry green,essex,51.93,0.28
cherry green,hertfordshire,51.90,-0.03
cherry hinton,cambridgeshire,52.18,0.16
cherry orchard,hereford and worcester,52.17,-2.22
cherry orchard,shropshire,52.70,-2.75
cherry tree,lancashire,53.72,-2.53
cherry tree,stockport,53.40,-2.07
cherry willingham,lincolnshire,53.23,-0.45
chertsey,surrey,51.38,-0.5
chertsey meads,surrey,51.38,-0.49
cherwell,warwickshire,52.19,-1.29
cherwell,northamptonshire,51.98,-1.29
cherwell,oxfordshire,51.81,-1.27
cheselbourne,dorset,50.79,-2.34
chesham,buckinghamshire,51.69,-0.61
chesham,bury,53.60,-2.28
chesham bois,buckinghamshire,51.68,-0.61
cheshunt,hertfordshire,51.70,-0.04
chesil,dorset,50.55,-2.45
chesil beach,dorset,50.61,-2.53
chesley,kent,51.33,0.65
cheslyn hay,staffordshire,52.66,-2.04
chessetts wood,warwickshire,52.35,-1.73
chessmount,buckinghamshire,51.69,-0.61
chestall,staffordshire,52.70,-1.92
chester,cheshire,53.18,-2.89
chesterblade,somerset,51.16,-2.48
chesterfield,derbyshire,53.23,-1.43
chesterfield,staffordshire,52.64,-1.85
chesterfield canal,rotherham,53.32,-1.2
chesterfield canal,nottinghamshire,53.43,-0.86
chesterfield canal,derbyshire,53.32,-1.3
chesterhope,northumberland,55.15,-2.17
chester-le-street,durham,54.85,-1.58
chester moor,durham,54.83,-1.59
chesterton,cambridgeshire,52.54,-0.34
chesterton,shropshire,52.57,-2.32
chesterton,cambridgeshire,52.21,0.13
chesterton,warwickshire,52.21,-1.48
chesterton,oxfordshire,51.88,-1.18
chesterton,gloucestershire,51.69,-1.98
chesterton,staffordshire,53.03,-2.25
chesterton green,warwickshire,52.21,-1.5
chesterwood,northumberland,54.97,-2.28
chestfield,kent,51.34,1.05
chestnut hill,cumbria,54.59,-3.13
chestnut street,kent,51.33,0.68
cheston,devon,50.40,-3.85
cheswardine,shropshire,52.85,-2.43
cheswell,shropshire,52.75,-2.43
cheswick,northumberland,55.70,-1.95
cheswick buildings,northumberland,55.69,-1.96
cheswick green,solihull,52.37,-1.82
chet,norfolk,52.55,1.52
chetnole,dorset,50.87,-2.56
chettiscombe,devon,50.91,-3.48
chettisham,cambridgeshire,52.42,0.26
chettle,dorset,50.91,-2.07
chetton,shropshire,52.50,-2.5
chetwode,buckinghamshire,51.95,-1.06
chetwynd aston,shropshire,52.75,-2.37
cheveley,cambridgeshire,52.21,0.45
chevening,kent,51.29,0.12
cheverell's green,hertfordshire,51.82,-0.47
chevin end,bradford,53.89,-1.72
chevington,suffolk,52.20,0.6
cheviot hills,northumberland,55.39,-2.32
chevithorne,devon,50.92,-3.46
chew moor,bolton,53.55,-2.51
chewton mendip,somerset,51.27,-2.58
cheylesmore,coventry,52.39,-1.51
chichacott,devon,50.74,-3.98
chichester,west sussex,50.82,-0.78
chickerell,dorset,50.61,-2.51
chicklade,wiltshire,51.10,-2.12
chickney,essex,51.92,0.28
chicksands,bedfordshire,52.03,-0.36
chicksgrove,wiltshire,51.06,-2.04
chickward,hereford and worcester,52.17,-3.05
chidden,hampshire,50.94,-1.07
chiddingfold,surrey,51.10,-0.64
chiddingly,east sussex,50.90,0.18
chiddingstone,kent,51.18,0.13
chiddingstone causeway,kent,51.19,0.17
chiddingstone hoath,kent,51.15,0.12
chideock,dorset,50.72,-2.82
chidgley,somerset,51.11,-3.37
chidham,west sussex,50.82,-0.87
chieveley,berkshire,51.45,-1.32
chignall smealy,essex,51.77,0.4
chignall st james,essex,51.75,0.41
chigwell,essex,51.61,0.06
chigwell row,essex,51.61,0.1
chilbolton,hampshire,51.14,-1.44
chilbolton down,hampshire,51.12,-1.41
chilbridge,dorset,50.80,-2.01
chilcomb,hampshire,51.04,-1.28
chilcombe,somerset,51.13,-3.27
chilcombe,dorset,50.71,-2.68
chilcompton,somerset,51.25,-2.51
chilcote,leicestershire,52.69,-1.58
childerditch,essex,51.57,0.3
childerley gate,cambridgeshire,52.21,-0.02
childer thornton,cheshire,53.28,-2.96
child okeford,dorset,50.90,-2.24
childrey,oxfordshire,51.58,-1.48
childsbridge,kent,51.29,0.22
childs ercall,shropshire,52.82,-2.5
child's hill,barnet,51.55,-0.21
childswickham,hereford and worcester,52.04,-1.89
childwall,liverpool,53.39,-2.88
childwick bury,hertfordshire,51.77,-0.36
childwick green,hertfordshire,51.77,-0.34
chilfrome,dorset,50.78,-2.59
chilgrove,west sussex,50.91,-0.83
chilham,kent,51.23,0.95
chillaton,devon,50.60,-4.22
chillenden,kent,51.23,1.23
chillerton,isle of wight,50.65,-1.32
chillesford,suffolk,52.11,1.47
chillingham,northumberland,55.52,-1.9
chillington,somerset,50.89,-2.88
chillington,devon,50.26,-3.69
chillmill,kent,51.13,0.38
chilmark,wiltshire,51.08,-2.05
chilmington green,kent,51.12,0.82
chilsham,east sussex,50.89,0.31
chilson,devon,50.82,-2.96
chilson,oxfordshire,51.86,-1.55
chilson common,somerset,50.83,-2.95
chilsworthy,devon,50.82,-4.38
chilsworthy,cornwall,50.52,-4.24
chiltern green,bedfordshire,51.85,-0.36
chiltern hills,buckinghamshire,51.74,-0.69
chiltern hills,oxfordshire,51.59,-0.99
chiltern hills,hertfordshire,51.82,-0.49
chilthorne domer,somerset,50.96,-2.68
chiltington,east sussex,50.91,-0.03
chilton,suffolk,52.04,0.75
chilton,buckinghamshire,51.79,-1.01
chilton,oxfordshire,51.56,-1.3
chilton,kent,51.32,1.38
chilton,durham,54.65,-1.56
chilton candover,hampshire,51.15,-1.15
chilton cantelo,somerset,50.99,-2.61
chilton foliat,wiltshire,51.42,-1.55
chilton lane,durham,54.66,-1.53
chilton moor,durham,54.83,-1.5
chilton polden,somerset,51.14,-2.9
chilton street,suffolk,52.08,0.55
chilton trinity,somerset,51.14,-3.01
chilvers coton,warwickshire,52.50,-1.48
chilwell,nottinghamshire,52.91,-1.24
chilworth,surrey,51.21,-0.54
chilworth,hampshire,50.96,-1.41
chilworth old village,hampshire,50.96,-1.43
chimney,oxfordshire,51.69,-1.49
chimney-end,oxfordshire,51.83,-1.55
chimney street,suffolk,52.10,0.51
chineham,hampshire,51.29,-1.06
chinley,derbyshire,53.33,-1.94
chinley head,derbyshire,53.35,-1.94
chinnor,oxfordshire,51.69,-0.91
chipley,somerset,50.99,-3.26
chipmans platt,gloucestershire,51.75,-2.32
chipnall,shropshire,52.87,-2.41
chippenhall green,suffolk,52.32,1.34
chippenham,cambridgeshire,52.29,0.43
chippenham,wiltshire,51.45,-2.13
chipperfield,hertfordshire,51.69,-0.49
chipping,hertfordshire,51.97,-0.03
chipping,lancashire,53.88,-2.57
chipping barnet,barnet,51.64,-0.2
chipping campden,gloucestershire,52.04,-1.78
chipping hill,essex,51.80,0.62
chipping norton,oxfordshire,51.93,-1.55
chipping ongar,essex,51.70,0.24
chipping warden,northamptonshire,52.12,-1.28
chipstable,somerset,51.03,-3.37
chipstead,kent,51.28,0.13
chipstead,surrey,51.29,-0.17
chirbury,shropshire,52.57,-3.09
chirk,shropshire,52.92,-3.05
chirk bank,shropshire,52.91,-3.05
chirton,wiltshire,51.31,-1.9
chisbridge cross,buckinghamshire,51.59,-0.83
chisbury,wiltshire,51.39,-1.61
chiselborough,somerset,50.92,-2.76
chiseldon,swindon,51.50,-1.74
chislehampton,oxfordshire,51.67,-1.14
chislehurst,bromley,51.41,0.06
chislehurst west,bromley,51.42,0.05
chislet,kent,51.33,1.18
chislet forstal,kent,51.33,1.17
chiswell green,hertfordshire,51.72,-0.36
chiswick,hounslow,51.48,-0.27
chiswick end,cambridgeshire,52.08,00.00
chisworth,derbyshire,53.42,-2.01
chitcombe,east sussex,50.95,0.57
chithurst,west sussex,51.00,-0.8
chittering,cambridgeshire,52.30,0.18
chitterley,devon,50.82,-3.5
chitterne,wiltshire,51.19,-2.01
chittlehamholt,devon,50.96,-3.93
chittlehampton,devon,51.00,-3.95
chittoe,wiltshire,51.39,-2.07
chitts hills,essex,51.88,0.83
chitty,kent,51.33,1.18
chivelstone,devon,50.22,-3.71
chivenor,devon,51.08,-4.14
chivery,buckinghamshire,51.75,-0.69
chobham,surrey,51.34,-0.6
cholderton,wiltshire,51.17,-1.68
cholesbury,buckinghamshire,51.75,-0.65
chollerford,northumberland,55.02,-2.14
chollerton,northumberland,55.04,-2.11
cholmondeston,cheshire,53.12,-2.56
cholsey,oxfordshire,51.57,-1.16
cholstrey,hereford and worcester,52.22,-2.79
chop gate,north yorkshire,54.38,-1.15
choppington,northumberland,55.14,-1.6
chopwell,gateshead,54.91,-1.82
chorley,shropshire,52.44,-2.45
chorley,lancashire,53.64,-2.63
chorley,cheshire,53.05,-2.64
chorley,staffordshire,52.68,-1.89
chorley common,west sussex,51.02,-0.81
chorleywood,hertfordshire,51.65,-0.52
chorleywood bottom,hertfordshire,51.64,-0.52
chorleywood west,buckinghamshire,51.65,-0.54
chorlton,cheshire,53.04,-2.41
chorlton-cum-hardy,manchester,53.43,-2.28
chorlton lane,cheshire,53.01,-2.82
choulton,shropshire,52.48,-2.92
chowdene,gateshead,54.92,-1.61
chownes mead,west sussex,50.99,-0.13
chrishall,essex,52.03,0.09
christchurch,bournemouth,50.72,-1.78
christchurch,cambridgeshire,52.54,0.19
christchurch,gloucestershire,51.80,-2.62
christian malford,wiltshire,51.50,-2.05
christleton,cheshire,53.17,-2.83
christmas common,oxfordshire,51.63,-0.97
christow,devon,50.64,-3.65
chub tor,devon,50.47,-4.1
chuck hatch,east sussex,51.07,0.09
chudleigh,devon,50.59,-3.61
chudleigh knighton,devon,50.58,-3.63
chulmleigh,devon,50.91,-3.87
chunal,derbyshire,53.41,-1.95
church,lancashire,53.75,-2.39
churcham,gloucestershire,51.86,-2.34
church aston,shropshire,52.75,-2.38
churchbank,shropshire,52.40,-3.04
church brampton,northamptonshire,52.27,-0.96
churchbridge,cornwall,50.39,-4.52
churchbridge,staffordshire,52.67,-2.03
church brough,cumbria,54.51,-2.32
church broughton,derbyshire,52.89,-1.7
church charwelton,northamptonshire,52.19,-1.21
church clough,lancashire,53.84,-2.18
church common,hampshire,51.01,-0.96
church coombe,cornwall,50.21,-5.23
church cove,cornwall,49.96,-5.19
church crookham,hampshire,51.26,-0.84
churchdown,gloucestershire,51.87,-2.19
church eaton,staffordshire,52.75,-2.23
church eaton brook,staffordshire,52.72,-2.14
church end,cambridgeshire,52.30,-0.01
church end,cambridgeshire,52.34,-0.4
church end,coventry,52.40,-1.48
church end,warwickshire,52.50,-1.64
church end,warwickshire,52.52,-1.57
church end,cambridgeshire,52.42,-0.23
church end,cambridgeshire,52.31,0.01
church end,bedfordshire,52.01,-0.26
church end,bedfordshire,52.21,-0.46
church end,essex,52.04,0.3
church end,bedfordshire,52.17,-0.43
church end,bedfordshire,52.01,-0.61
church end,bedfordshire,52.16,-0.3
church end,gloucestershire,52.02,-2.16
church end,suffolk,51.97,1.24
church end,hereford and worcester,52.06,-2.24
church end,bedfordshire,52.20,-0.39
church end,essex,51.91,0.28
church end,hertfordshire,51.78,-0.4
church end,bedfordshire,51.85,-0.5
church end,buckinghamshire,51.82,-0.63
church end,buckinghamshire,51.75,-0.92
church end,bedfordshire,51.87,-0.56
church end,bedfordshire,51.97,-0.57
church end,essex,51.91,0.49
church end,hertfordshire,51.87,0.09
churchend,essex,51.87,0.36
church end,hertfordshire,51.95,-0.16
church end,oxfordshire,51.76,-1.43
church end,essex,51.81,0.5
church end,oxfordshire,51.97,-1.53
churchend,gloucestershire,51.74,-2.32
church end,barnet,51.59,-0.21
church end,gloucestershire,51.75,-2.37
churchend,essex,51.59,0.88
church end,buckinghamshire,51.67,-0.51
church end,wiltshire,51.50,-1.97
churchend,berkshire,51.44,-1.03
church end,hampshire,51.29,-1.04
church end,surrey,51.29,-0.48
church end,lincolnshire,53.43,0.13
church end,norfolk,52.71,0.23
church end,lincolnshire,52.88,-0.18
church end,cambridgeshire,52.65,0.03
church enstone,oxfordshire,51.92,-1.46
churches green,east sussex,50.92,0.33
church fenton,north yorkshire,53.81,-1.22
churchfield,sandwell,52.52,-1.98
churchfield,hereford and worcester,52.11,-2.39
churchfields,wiltshire,51.06,-1.81
churchgate,hertfordshire,51.70,-0.06
churchgate street,essex,51.77,0.14
church green,devon,50.75,-3.17
church green,norfolk,52.47,1.03
church gresley,derbyshire,52.75,-1.57
church hanborough,oxfordshire,51.80,-1.39
church hill,hereford and worcester,52.31,-1.91
church hill,sandwell,52.55,-2.03
church hill,staffordshire,52.70,-2.0
church hougham,kent,51.11,1.24
church houses,north yorkshire,54.36,-0.98
churchill,devon,51.14,-4.01
churchill,devon,50.80,-3.0
churchill,hereford and worcester,52.40,-2.17
churchill,hereford and worcester,52.17,-2.11
churchill,oxfordshire,51.91,-1.59
churchinford,somerset,50.90,-3.12
church knowle,dorset,50.62,-2.1
church laneham,nottinghamshire,53.27,-0.78
church langton,leicestershire,52.53,-0.93
church lawford,warwickshire,52.38,-1.35
church lawton,cheshire,53.09,-2.28
church leigh,staffordshire,52.91,-1.97
church lench,hereford and worcester,52.15,-1.97
church mayfield,derbyshire,52.99,-1.77
church minshull,cheshire,53.13,-2.5
churchmoor rough,shropshire,52.48,-2.88
church norton,west sussex,50.74,-0.78
church oakley,hampshire,51.24,-1.19
churchover,warwickshire,52.41,-1.25
church preen,shropshire,52.57,-2.68
church pulverbatch,shropshire,52.61,-2.84
churchstanton,somerset,50.91,-3.15
churchstow,devon,50.29,-3.81
church stowe,northamptonshire,52.20,-1.07
church street,essex,52.05,0.6
church street,kent,51.43,0.45
church stretton,shropshire,52.53,-2.81
churchtown,somerset,51.13,-3.47
churchtown,devon,51.17,-3.9
churchtown,devon,50.80,-4.44
church town,cornwall,50.22,-5.24
churchtown,cornwall,50.56,-4.69
churchtown,shropshire,52.47,-3.09
church town,surrey,51.24,-0.06
churchtown,cumbria,54.76,-2.99
churchtown,lancashire,53.88,-2.79
churchtown,sefton,53.65,-2.98
churchtown,derbyshire,53.15,-1.61
church town,leicestershire,52.74,-1.42
church warsop,nottinghamshire,53.20,-1.16
church westcote,gloucestershire,51.87,-1.68
church whitfield,kent,51.15,1.3
church wilne,derbyshire,52.87,-1.34
churchwood,west sussex,50.96,-0.56
churn,gloucestershire,51.72,-1.97
churnet,staffordshire,53.13,-2.01
churnet grange,staffordshire,53.06,-2.03
churscombe,devon,50.44,-3.59
churston ferrers,devon,50.38,-3.54
churt,hampshire,51.13,-0.78
churton,cheshire,53.09,-2.88
churwell,leeds,53.75,-1.59
chute cadley,wiltshire,51.27,-1.55
chute standen,wiltshire,51.27,-1.57
chweffordd,conwy,53.23,-3.75
chyandour,cornwall,50.11,-5.54
chyanvounder,cornwall,50.05,-5.28
chycoose,cornwall,50.20,-5.08
chynhale,cornwall,50.12,-5.3
chynoweth,cornwall,50.12,-5.44
chyvarloe,cornwall,50.06,-5.28
cinderford,gloucestershire,51.81,-2.5
cinder hill,west sussex,51.04,-0.04
cinder hill,kent,51.19,0.18
cinder hill,dudley,52.54,-2.11
cinder hill,bolton,53.54,-2.36
cinderhill,nottinghamshire,52.98,-1.21
cinderhill,derbyshire,53.01,-1.46
cindery island,essex,51.80,1.03
cinnamon brow,cheshire,53.41,-2.57
cippenham,berkshire,51.51,-0.64
cirencester,gloucestershire,51.70,-1.97
clacton-on-sea,essex,51.79,1.14
cladswell,hereford and worcester,52.22,-1.94
claines,hereford and worcester,52.22,-2.22
clairinsh,stirling,56.07,-4.54
clanfield,hampshire,50.93,-1.0
clanfield,oxfordshire,51.70,-1.59
clanking,buckinghamshire,51.75,-0.81
clanville,hampshire,51.23,-1.55
clanville,somerset,51.08,-2.54
clanville,wiltshire,51.51,-2.11
clapgate,dorset,50.81,-1.98
clapgate,hertfordshire,51.90,0.09
clapham,west sussex,50.84,-0.45
clapham,devon,50.67,-3.57
clapham,bedfordshire,52.16,-0.5
clapham,lambeth,51.45,-0.14
clapham,north yorkshire,54.11,-2.39
clapham green,bedfordshire,52.15,-0.49
clapham green,north yorkshire,54.01,-1.63
clapham hill,kent,51.33,1.01
clapham park,wandsworth,51.45,-0.14
clap hill,kent,51.08,0.92
clapper,cornwall,50.50,-4.82
clapper hill,kent,51.09,0.62
clappersgate,cumbria,54.41,-2.98
clapton,somerset,50.85,-2.83
clapton,berkshire,51.42,-1.45
clapton,somerset,51.27,-2.51
clapton-on-the-hill,gloucestershire,51.85,-1.76
clapton park,hackney,51.54,-0.05
clapworthy,devon,51.00,-3.89
clara vale,gateshead,54.97,-1.79
clarborough,nottinghamshire,53.33,-0.9
clare,suffolk,52.07,0.56
clare,oxfordshire,51.67,-1.03
claregate,wolverhampton,52.60,-2.16
claremont park,surrey,51.35,-0.37
clarken green,hampshire,51.24,-1.19
clark green,cheshire,53.30,-2.1
clarksfield,oldham,53.53,-2.09
clark's green,surrey,51.13,-0.32
clark's hill,lincolnshire,52.76,0.04
clatford,wiltshire,51.41,-1.78
clatford oakcuts,hampshire,51.14,-1.52
clatterford,isle of wight,50.68,-1.32
clatterford end,essex,51.79,0.33
clatterford end,essex,51.69,0.19
clatterford end,essex,51.73,0.25
clatworthy,somerset,51.06,-3.35
clatworthy reservoir,somerset,51.07,-3.37
claughton,lancashire,54.08,-2.67
claughton,lancashire,53.87,-2.73
clavelshay,somerset,51.07,-3.07
claverdon,warwickshire,52.27,-1.72
claverhambury,essex,51.70,0.02
clavering,essex,51.95,0.13
claverley,shropshire,52.53,-2.31
clawthorpe,cumbria,54.18,-2.72
clawton,devon,50.76,-4.34
claxby,lincolnshire,53.43,-0.33
claxby,lincolnshire,53.21,0.17
claxton,north yorkshire,54.03,-0.94
claxton,norfolk,52.57,1.43
claybrooke magna,leicestershire,52.48,-1.27
claybrooke parva,leicestershire,52.47,-1.27
clay common,suffolk,52.37,1.62
clay coton,northamptonshire,52.38,-1.13
clay cross,derbyshire,53.16,-1.41
claydon,warwickshire,52.14,-1.34
claydon,suffolk,52.09,1.1
claydon,gloucestershire,51.97,-2.1
claydon brook,buckinghamshire,51.97,-0.95
clay end,hertfordshire,51.90,-0.11
claygate,kent,51.16,0.44
claygate,kent,51.23,0.29
claygate,surrey,51.35,-0.33
claygate cross,kent,51.27,0.3
clayhall,hampshire,50.77,-1.13
clayhall,redbridge,51.59,0.04
clayhanger,devon,50.98,-3.39
clayhanger,somerset,50.89,-2.98
clayhanger,walsall,52.63,-1.94
clayhidon,devon,50.92,-3.19
clayhill,east sussex,50.97,0.61
clayhill,hampshire,50.86,-1.57
clay hill,enfield,51.66,-0.09
clay hill,berkshire,51.42,-1.18
clay hill,city of bristol,51.46,-2.54
clayhithe,cambridgeshire,52.25,0.19
clay lake,lincolnshire,52.77,-0.16
clayland,stirling,56.05,-4.33
clay mills,staffordshire,52.84,-1.61
claypit hill,cambridgeshire,52.16,-0.02
claypits,suffolk,52.40,0.51
claypits,gloucestershire,51.74,-2.34
claypits,kent,51.24,1.22
claypole,lincolnshire,53.03,-0.73
claythorpe,lincolnshire,53.28,0.11
clayton,west sussex,50.91,-0.15
clayton,bradford,53.77,-1.81
clayton,doncaster,53.55,-1.32
clayton,manchester,53.47,-2.18
clayton,staffordshire,52.98,-2.22
clayton brook,lancashire,53.71,-2.65
clayton green,lancashire,53.70,-2.65
clayton heights,bradford,53.76,-1.83
clayton le dale,lancashire,53.79,-2.5
clayton-le-moors,lancashire,53.77,-2.39
clayton-le-woods,lancashire,53.69,-2.66
clayworth,nottinghamshire,53.38,-0.91
clearbrook,devon,50.46,-4.08
clearwood,wiltshire,51.24,-2.24
cleasby,north yorkshire,54.51,-1.61
cleatlam,durham,54.55,-1.83
cleator,cumbria,54.50,-3.53
cleator moor,cumbria,54.51,-3.51
cleave,devon,50.79,-3.13
cleaver, the,hereford and worcester,51.95,-2.71
cledwen,conwy,53.10,-3.67
cleedownton,shropshire,52.41,-2.61
cleehill,shropshire,52.37,-2.6
cleemarsh,shropshire,52.45,-2.64
cleestanton,shropshire,52.40,-2.63
clee st margaret,shropshire,52.45,-2.64
cleeton st mary,shropshire,52.39,-2.57
cleeve,gloucestershire,51.80,-2.4
cleeve,oxfordshire,51.52,-1.13
cleeve hill,gloucestershire,51.93,-2.03
cleeve prior,hereford and worcester,52.13,-1.88
clehonger,hereford and worcester,52.02,-2.8
clements end,gloucestershire,51.76,-2.61
clement's end,bedfordshire,51.82,-0.52
clement street,kent,51.40,0.19
clench,wiltshire,51.35,-1.74
clench common,wiltshire,51.38,-1.75
